순번,학수번호,교과명,교수성명,점수,소속학과,구분,영역,outline,goal,keyword
258,13529004,College English 1,Brandon Magnuson,96.4,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529022,College English 1,Kevin John Leeder,98.5,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529222,College English 1,Michael Andrew Wesorick,97.1,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529002,College English 1,박현아,98.1,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529043,College English 1,송미영,98.2,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529050,College English 1,유정윤,96.2,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529005,College English 1,Angelo Apostolakis,96.2,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529025,College English 1,James Edmund Pullen,96.6,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529010,College English 1,Darren Yakey,94.4,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529105,College English 1,David Webster,96.9,영미어문학과,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529218,College English 1,BENADE DANICKE,95.4,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529061,College English 1,Dean Ronald Jorgensen,93,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529071,College English 1,Wendy Marie Alexander,97.6,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529009,College English 1,BUSA JI H,97.1,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529003,College English 1,Amy Redding,95.6,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529092,College English 1,Dwaine Charles Tinling,95.8,가천리버럴아츠칼리지,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529225,College English 1,Virgilyn Arano Han,95,가천리버럴아츠칼리지,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529007,College English 1,Joseph E. Tetrick,93.6,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529033,College English 1,Lawrence Minton,95.8,가천리버럴아츠칼리지,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529023,College English 1,Sarah Jane Beresford,92,가천리버럴아츠칼리지,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529212,College English 1,Isaac Alexander Kerson,94.4,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529070,College English 1,Patrick T. Artz,94.7,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529008,College English 1,Jude Zacchaeus Wilson,90,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529222,College English 1,Michael Andrew Wesorick,96,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13529031,College English 1,WILLIAMS JOHN LINCOLN,91.1,국제어학원,교양,교양영어,X,"이 과정은 현실 세계의 의사소통 기술에 초점을 맞추고 있으며 학생들이 학업과 일상 환경에서 영어를 사용할 수 있도록 준비하기를 희망합니다. 본문 작업 외에도, 학생들은 발표 능력을 계발하고 발표 프로젝트를 완성해야 합니다.",
258,13553001,의료보건글쓰기,박지해,100,자유전공학부,교양,교양영어,"계열별 글쓰기는 20명 정원의 소규모 글쓰기 강좌이다. 학생의 전공, 특성, 수요에 따라 다르게 구성하고 진행하는 맞춤형 강좌이다.","자신의 생각을 글로 표현하고 타인과 의사소통하는 능력을 기른다. 각주, 인용법 등을 익혀 글쓰기 윤리를 지키는 쓰기 능력을 갖춘다.",
258,13553002,의료보건글쓰기,류수린,91.7,가천리버럴아츠칼리지,교양,교양영어,"계열별 글쓰기는 20명 정원의 소규모 글쓰기 강좌로 학생의 전공, 특성, 수요에 따라 다르게 구성되는 맞춤형 강좌이다. 이 과목에서는 글쓰기에 대한 기초적 이해를 도모하고, 의료보건 분야의 글쓰기를 중심으로 과학적 논증적 주제의 과정적 글쓰기를 수행한다.","1) 자신의 생각을 글로 표현하고 타인과 의사소통하는 능력을 기른다. 2) 각주, 인용법 등을 익혀 글쓰기 윤리를 지키는 글쓰기 능력을 갖춘다. 3) 전공 수학 과정에서 필요한 글의 종류와 특성을 파악하고 그에 적합한 글쓰기 능력을 갖춘다.",
258,13549032,인문사회글쓰기,김기복,96.8,가천리버럴아츠칼리지,교양,교양영어,"계열별 글쓰기는 20명 정원의 소규모 글쓰기 강좌이다. 학생의 전공, 특성, 수요에 따라 다르게 구성하고 진행하는 맞춤형 강좌이다.","자신의 생각을 글로 표현하고 타인과 의사소통하는 능력을 기른다. 각주, 인용법 등을 익혀 글쓰기 윤리를 지키는 쓰기 능력을 갖춘다.",
258,13549005,인문사회글쓰기,최성실,96.7,가천리버럴아츠칼리지,교양,교양영어,"계열별 글쓰기는 20명 정원의 소규모 글쓰기 강좌이다. 학생의 전공, 특성, 수요에 따라 다르게 구성하고 진행하는 맞춤형 강좌이다.","자신의 생각을 글로 표현하고 타인과 의사소통하는 능력을 기른다. 각주, 인용법 등을 익혀 글쓰기 윤리를 지키는 쓰기 능력을 갖춘다.",
